year,countyreal,lpop,lemp,first.treat,treat
2006,17125.0,2.774960906384837,4.990432586778736,2004.0,1.0
2007,17125.0,2.774960906384837,5.056245805348308,2004.0,1.0
2003,17135.0,3.422697913108158,6.077642243349034,2004.0,1.0
2004,17135.0,3.422697913108158,6.102558594613569,2004.0,1.0
2005,17135.0,3.422697913108158,6.154858094016418,2004.0,1.0
2006,17135.0,3.422697913108158,6.013715156042802,2004.0,1.0
2007,17135.0,3.422697913108158,6.016157159698354,2004.0,1.0
2003,17155.0,1.8059910514747795,4.02535169073515,2004.0,1.0
2004,17155.0,1.8059910514747795,3.7376696182833684,2004.0,1.0
2005,17155.0,1.8059910514747795,3.912023005428146,2004.0,1.0
2006,17155.0,1.8059910514747795,3.784189633918261,2004.0,1.0
2007,17155.0,1.8059910514747795,4.248495242049359,2004.0,1.0
2003,17161.0,5.006453228102697,7.876638460975463,2004.0,1.0
2004,17161.0,5.006453228102697,7.824046010856292,2004.0,1.0
2005,17161.0,5.006453228102697,7.8655717576847906,2004.0,1.0
2006,17161.0,5.006453228102697,7.851661177889265,2004.0,1.0
2007,17161.0,5.006453228102697,7.829232537543592,2004.0,1.0
2003,17169.0,1.9725520800017344,4.5217885770490405,2004.0,1.0
2004,17169.0,1.9725520800017344,4.532599493153256,2004.0,1.0
2005,17169.0,1.9725520800017344,4.31748811353631,2004.0,1.0
2006,17169.0,1.9725520800017344,4.382026634673881,2004.0,1.0
2007,17169.0,1.9725520800017344,4.430816798843313,2004.0,1.0
2003,17193.0,2.732482617242795,5.4510384535657,2004.0,1.0
2004,17193.0,2.732482617242795,5.389071729816501,2004.0,1.0
2005,17193.0,2.732482617242795,5.25227342804663,2004.0,1.0
2006,17193.0,2.732482617242795,5.176149732573829,2004.0,1.0
2007,17193.0,2.732482617242795,5.272999558563747,2004.0,1.0
2003,17195.0,4.1051690983052485,6.717804695023691,2004.0,1.0
2004,17195.0,4.1051690983052485,6.668228248417403,2004.0,1.0
2005,17195.0,4.1051690983052485,6.76849321164863,2004.0,1.0
2006,17195.0,4.1051690983052485,6.6895992691789665,2004.0,1.0
2007,17195.0,4.1051690983052485,6.732210706467206,2004.0,1.0
2003,17199.0,4.115714587958293,6.810142450115136,2004.0,1.0
2004,17199.0,4.115714587958293,6.859614903654202,2004.0,1.0
2005,17199.0,4.115714587958293,6.777646593635117,2004.0,1.0
2006,17199.0,4.115714587958293,6.729824070489475,2004.0,1.0
2007,17199.0,4.115714587958293,6.778784897685177,2004.0,1.0
2003,17203.0,3.568659075549086,6.519147287940395,2004.0,1.0
2004,17203.0,3.568659075549086,6.440946540632921,2004.0,1.0
2005,17203.0,3.568659075549086,6.416732282512326,2004.0,1.0
2006,17203.0,3.568659075549086,6.4692503167957724,2004.0,1.0
2007,17203.0,3.568659075549086,6.486160788944089,2004.0,1.0
2003,18005.0,4.268787945317121,7.15305163493748,0.0,0.0
2004,18005.0,4.268787945317121,7.117205503164344,0.0,0.0
2005,18005.0,4.268787945317121,7.166265974133638,0.0,0.0
2006,18005.0,4.268787945317121,7.10002716662926,0.0,0.0
2007,18005.0,4.268787945317121,7.081708586105575,0.0,0.0
2003,18017.0,3.7118632905043114,6.29156913955832,0.0,0.0
2004,18017.0,3.7118632905043114,6.20455776256869,0.0,0.0
2005,18017.0,3.7118632905043114,6.102558594613569,0.0,0.0
2006,18017.0,3.7118632905043114,6.091309882077698,0.0,0.0
2007,18017.0,3.7118632905043114,6.061456918928017,0.0,0.0
2003,18019.0,4.5692528108012915,7.406103381237015,0.0,0.0
2004,18019.0,4.5692528108012915,7.313886831633462,0.0,0.0
2005,18019.0,4.5692528108012915,7.27931883541462,0.0,0.0
2006,18019.0,4.5692528108012915,7.409741954080923,0.0,0.0
2007,18019.0,4.5692528108012915,7.368970402194793,0.0,0.0
2003,18021.0,3.279255710856913,5.472270673671475,0.0,0.0
2004,18021.0,3.279255710856913,5.736572297479192,0.0,0.0
2005,18021.0,3.279255710856913,5.755742213586912,0.0,0.0
2006,18021.0,3.279255710856913,5.60947179518496,0.0,0.0
2007,18021.0,3.279255710856913,5.560681631015528,0.0,0.0
2003,18023.0,3.522411561243149,6.12029741895095,0.0,0.0
2004,18023.0,3.522411561243149,6.07073772800249,0.0,0.0
2005,18023.0,3.522411561243149,6.042632833682381,0.0,0.0
2006,18023.0,3.522411561243149,6.0014148779611505,0.0,0.0
2007,18023.0,3.522411561243149,6.023447592961033,0.0,0.0
2003,18029.0,3.8310081587138693,6.802394763324311,0.0,0.0
2004,18029.0,3.8310081587138693,6.744059186311348,0.0,0.0
2005,18029.0,3.8310081587138693,6.756932389247553,0.0,0.0
2006,18029.0,3.8310081587138693,6.648984550024776,0.0,0.0
2007,18029.0,3.8310081587138693,6.810142450115136,0.0,0.0
2003,18033.0,3.695979191229159,6.507277712385012,0.0,0.0
2004,18033.0,3.695979191229159,6.421622267806518,0.0,0.0
2005,18033.0,3.695979191229159,6.436150368369428,0.0,0.0
2006,18033.0,3.695979191229159,6.511745329644728,0.0,0.0
2007,18033.0,3.695979191229159,6.3784261836515865,0.0,0.0
2003,18035.0,4.777180430116116,7.347299700743164,0.0,0.0
2004,18035.0,4.777180430116116,7.227662498728654,0.0,0.0
2005,18035.0,4.777180430116116,7.1929342212158,0.0,0.0
2006,18035.0,4.777180430116116,7.189922170745808,0.0,0.0
2007,18035.0,4.777180430116116,7.174724309836376,0.0,0.0
2003,18053.0,4.29596480671984,6.871091294610546,0.0,0.0
2004,18053.0,4.29596480671984,6.78105762593618,0.0,0.0
2005,18053.0,4.29596480671984,6.7580945044277305,0.0,0.0
2006,18053.0,4.29596480671984,6.670766320845874,0.0,0.0
2007,18053.0,4.29596480671984,6.665683717782408,0.0,0.0
2003,18063.0,4.645284730324466,7.560601162768557,0.0,0.0
2004,18063.0,4.645284730324466,7.597897950521784,0.0,0.0
2005,18063.0,4.645284730324466,7.644440761556566,0.0,0.0
2006,18063.0,4.645284730324466,7.706162970199576,0.0,0.0
2007,18063.0,4.645284730324466,7.7406644019172415,0.0,0.0
2003,18081.0,4.746747870210192,7.749753406274437,0.0,0.0
2004,18081.0,4.746747870210192,7.738052297689316,0.0,0.0
2005,18081.0,4.746747870210192,7.718685495198466,0.0,0.0
2006,18081.0,4.746747870210192,7.710653323501202,0.0,0.0
2007,18081.0,4.746747870210192,7.716460800176355,0.0,0.0
2003,18083.0,3.6701042987876025,6.331501849893691,0.0,0.0
2004,18083.0,3.6701042987876025,6.249975242259483,0.0,0.0
2005,18083.0,3.6701042987876025,6.248042874508429,0.0,0.0
2006,18083.0,3.6701042987876025,6.293419278846481,0.0,0.0
2007,18083.0,3.6701042987876025,6.182084906716632,0.0,0.0
2003,18091.0,4.701443538156592,7.43543801981455,0.0,0.0
2004,18091.0,4.701443538156592,7.373374309910049,0.0,0.0
2005,18091.0,4.701443538156592,7.395107546562485,0.0,0.0
2006,18091.0,4.701443538156592,7.379008127628304,0.0,0.0
2007,18091.0,4.701443538156592,7.371489295214277,0.0,0.0
2003,18093.0,3.8269443050698313,6.210600077024653,0.0,0.0
2004,18093.0,3.8269443050698313,6.154858094016418,0.0,0.0
2005,18093.0,3.8269443050698313,6.156978985585555,0.0,0.0
2006,18093.0,3.8269443050698313,6.159095388491933,0.0,0.0
2007,18093.0,3.8269443050698313,6.202535517187923,0.0,0.0
2003,18099.0,3.809502896437675,6.573680166960646,0.0,0.0
2004,18099.0,3.809502896437675,6.51471269087253,0.0,0.0
2005,18099.0,3.809502896437675,6.480044561926653,0.0,0.0
2006,18099.0,3.809502896437675,6.523562306149512,0.0,0.0
2007,18099.0,3.809502896437675,6.45833828334479,0.0,0.0
2003,18109.0,4.200040021779955,6.680854678790215,0.0,0.0
2004,18109.0,4.200040021779955,6.630683385642372,0.0,0.0
2005,18109.0,4.200040021779955,6.659293919683638,0.0,0.0
2006,18109.0,4.200040021779955,6.616065185132817,0.0,0.0
2007,18109.0,4.200040021779955,6.597145701886651,0.0,0.0
2003,18113.0,3.8346018584595614,6.490723534502507,0.0,0.0
2004,18113.0,3.8346018584595614,6.456769655572163,0.0,0.0
2005,18113.0,3.8346018584595614,6.391917113392602,0.0,0.0
2006,18113.0,3.8346018584595614,6.419994928147142,0.0,0.0
2007,18113.0,3.8346018584595614,6.396929655216146,0.0,0.0
2003,18115.0,1.7268653293100646,4.290459441148391,0.0,0.0
2004,18115.0,1.7268653293100646,4.2626798770413155,0.0,0.0
2005,18115.0,1.7268653293100646,4.174387269895637,0.0,0.0
2006,18115.0,1.7268653293100646,4.04305126783455,0.0,0.0
2007,18115.0,1.7268653293100646,4.07753744390572,0.0,0.0
2003,18119.0,3.081267561660254,5.2832037287379885,0.0,0.0
2004,18119.0,3.081267561660254,5.303304908059076,0.0,0.0
2005,18119.0,3.081267561660254,5.351858133476067,0.0,0.0
2006,18119.0,3.081267561660254,5.308267697401205,0.0,0.0
2007,18119.0,3.081267561660254,5.272999558563747,0.0,0.0
2003,18133.0,3.584046577008181,6.4425401664681985,0.0,0.0
2004,18133.0,3.584046577008181,6.476972362889683,0.0,0.0
2005,18133.0,3.584046577008181,6.432940092739179,0.0,0.0
2006,18133.0,3.584046577008181,6.2878585601617845,0.0,0.0
2007,18133.0,3.584046577008181,6.246106765481563,0.0,0.0
2003,18145.0,3.7714957702911693,6.48768401848461,0.0,0.0
2004,18145.0,3.7714957702911693,6.472346294500901,0.0,0.0
2005,18145.0,3.7714957702911693,6.311734809152915,0.0,0.0
2006,18145.0,3.7714957702911693,6.18826412308259,0.0,0.0
2007,18145.0,3.7714957702911693,6.135564891081739,0.0,0.0
2003,18157.0,5.0036442469074025,7.706162970199576,0.0,0.0
2004,18157.0,5.0036442469074025,7.642524134232902,0.0,0.0
2005,18157.0,5.0036442469074025,7.707512194600341,0.0,0.0
2006,18157.0,5.0036442469074025,7.735870319952567,0.0,0.0
2007,18157.0,5.0036442469074025,7.741967899820685,0.0,0.0
2003,18175.0,3.3040622042289236,5.351858133476067,0.0,0.0
2004,18175.0,3.3040622042289236,5.318119993844216,0.0,0.0
2005,18175.0,3.3040622042289236,5.220355825078324,0.0,0.0
2006,18175.0,3.3040622042289236,5.247024072160486,0.0,0.0
2007,18175.0,3.3040622042289236,5.272999558563747,0.0,0.0
2003,18179.0,3.3178157727231046,6.0844994130751715,0.0,0.0
2004,18179.0,3.3178157727231046,5.948034989180646,0.0,0.0
2005,18179.0,3.3178157727231046,5.929589143389895,0.0,0.0
2006,18179.0,3.3178157727231046,6.052089168924417,0.0,0.0
2007,18179.0,3.3178157727231046,5.831882477283517,0.0,0.0
2003,18181.0,3.2294991965053317,5.53338948872752,0.0,0.0
2004,18181.0,3.2294991965053317,5.3230099791384085,0.0,0.0
2005,18181.0,3.2294991965053317,5.288267030694535,0.0,0.0
2006,18181.0,3.2294991965053317,5.2574953720277815,0.0,0.0
2007,18181.0,3.2294991965053317,5.231108616854587,0.0,0.0
2003,19013.0,4.852124009525361,7.904334842085095,0.0,0.0
2004,19013.0,4.852124009525361,7.837948916025283,0.0,0.0
2005,19013.0,4.852124009525361,7.8407064517494,0.0,0.0
2006,19013.0,4.852124009525361,7.8547691834991324,0.0,0.0
2007,19013.0,4.852124009525361,7.879291485082271,0.0,0.0
2003,19025.0,2.40829554741616,5.4680601411351315,0.0,0.0
2004,19025.0,2.40829554741616,5.225746673713202,0.0,0.0
2005,19025.0,2.40829554741616,5.187385805840755,0.0,0.0
2006,19025.0,2.40829554741616,5.220355825078324,0.0,0.0
2007,19025.0,2.40829554741616,5.153291594497779,0.0,0.0
2003,19069.0,2.3706175033858727,5.2832037287379885,0.0,0.0
2004,19069.0,2.3706175033858727,5.214935757608986,0.0,0.0
2005,19069.0,2.3706175033858727,5.313205979041787,0.0,0.0
2006,19069.0,2.3706175033858727,5.198497031265826,0.0,0.0
2007,19069.0,2.3706175033858727,5.204006687076795,0.0,0.0
2003,19077.0,2.4294820261823964,5.056245805348308,0.0,0.0
2004,19077.0,2.4294820261823964,4.976733742420574,0.0,0.0
2005,19077.0,2.4294820261823964,4.941642422609304,0.0,0.0
2006,19077.0,2.4294820261823964,4.844187086458591,0.0,0.0
2007,19077.0,2.4294820261823964,4.875197323201151,0.0,0.0
2003,19083.0,2.9344949640828015,5.87493073085203,0.0,0.0
2004,19083.0,2.9344949640828015,5.786897381366708,0.0,0.0
2005,19083.0,2.9344949640828015,5.752572638825633,0.0,0.0
2006,19083.0,2.9344949640828015,5.771441123130016,0.0,0.0
2007,19083.0,2.9344949640828015,5.752572638825633,0.0,0.0
2003,19087.0,3.012392714447098,6.202535517187923,0.0,0.0
2004,19087.0,3.012392714447098,6.0112671744041615,0.0,0.0
2005,19087.0,3.012392714447098,6.013715156042802,0.0,0.0
2006,19087.0,3.012392714447098,5.988961416889864,0.0,0.0
2007,19087.0,3.012392714447098,5.926926025970411,0.0,0.0
2003,19111.0,3.6389536453442104,6.406879986069314,0.0,0.0
2004,19111.0,3.6389536453442104,6.320768294250582,0.0,0.0
2005,19111.0,3.6389536453442104,6.393590753950631,0.0,0.0
2006,19111.0,3.6389536453442104,6.436150368369428,0.0,0.0
2007,19111.0,3.6389536453442104,6.432940092739179,0.0,0.0
2003,19113.0,5.255936866522083,8.309922989258318,0.0,0.0
2004,19113.0,5.255936866522083,8.287025025165063,0.0,0.0
2005,19113.0,5.255936866522083,8.254008590564844,0.0,0.0
2006,19113.0,5.255936866522083,8.285261134068948,0.0,0.0
2007,19113.0,5.255936866522083,8.36985260351753,0.0,0.0
2003,19123.0,3.106154954804082,5.8998973535824915,0.0,0.0
2004,19123.0,3.106154954804082,5.840641657373398,0.0,0.0
2005,19123.0,3.106154954804082,5.736572297479192,0.0,0.0
2006,19123.0,3.106154954804082,5.802118375377063,0.0,0.0
2007,19123.0,3.106154954804082,5.7745515455444085,0.0,0.0
2003,19131.0,2.386374618723729,5.267858159063328,0.0,0.0
2004,19131.0,2.386374618723729,5.187385805840755,0.0,0.0
2005,19131.0,2.386374618723729,5.278114659230517,0.0,0.0
2006,19131.0,2.386374618723729,5.2574953720277815,0.0,0.0
2007,19131.0,2.386374618723729,5.318119993844216,0.0,0.0
2003,19137.0,2.4656388794303434,5.375278407684165,0.0,0.0
2004,19137.0,2.4656388794303434,5.44673737166631,0.0,0.0
2005,19137.0,2.4656388794303434,5.37989735354046,0.0,0.0
2006,19137.0,2.4656388794303434,5.4510384535657,0.0,0.0
2007,19137.0,2.4656388794303434,5.455321115357702,0.0,0.0
2003,19141.0,2.714827185381234,6.089044875446846,0.0,0.0
2004,19141.0,2.714827185381234,6.0014148779611505,0.0,0.0
2005,19141.0,2.714827185381234,6.0330862217988015,0.0,0.0
2006,19141.0,2.714827185381234,6.052089168924417,0.0,0.0
2007,19141.0,2.714827185381234,5.886104031450156,0.0,0.0
2003,19153.0,5.925861459520573,9.19136140537838,0.0,0.0
2004,19153.0,5.925861459520573,9.125653563808989,0.0,0.0
2005,19153.0,5.925861459520573,9.129564061948894,0.0,0.0
2006,19153.0,5.925861459520573,9.147294070258548,0.0,0.0
2007,19153.0,5.925861459520573,9.1557785839835,0.0,0.0
2003,19157.0,2.9346544240454007,6.345636360828596,0.0,0.0
2004,19157.0,2.9346544240454007,6.095824562432225,0.0,0.0
2005,19157.0,2.9346544240454007,6.063785208687608,0.0,0.0
2006,19157.0,2.9346544240454007,6.1463292576688975,0.0,0.0
2007,19157.0,2.9346544240454007,6.154858094016418,0.0,0.0
2003,19159.0,1.6990957843646357,4.6443908991413725,0.0,0.0
2004,19159.0,1.6990957843646357,4.532599493153256,0.0,0.0
2005,19159.0,1.6990957843646357,4.330733340286331,0.0,0.0
2006,19159.0,1.6990957843646357,4.276666119016055,0.0,0.0
2007,19159.0,1.6990957843646357,4.3694478524670215,0.0,0.0
2003,19183.0,3.028683373693677,6.095824562432225,0.0,0.0
2004,19183.0,3.028683373693677,5.926926025970411,0.0,0.0
2005,19183.0,3.028683373693677,5.8888779583328805,0.0,0.0
2006,19183.0,3.028683373693677,5.978885764901122,0.0,0.0
2007,19183.0,3.028683373693677,6.124683390894205,0.0,0.0
2003,19185.0,1.9065751436566365,4.248495242049359,0.0,0.0
2004,19185.0,1.9065751436566365,3.9318256327243257,0.0,0.0
2005,19185.0,1.9065751436566365,4.02535169073515,0.0,0.0
2006,19185.0,1.9065751436566365,4.060443010546419,0.0,0.0
2007,19185.0,1.9065751436566365,4.418840607796598,0.0,0.0
2003,19187.0,3.694737263598096,6.733401891837359,0.0,0.0
2004,19187.0,3.694737263598096,6.683360945766275,0.0,0.0
2005,19187.0,3.694737263598096,6.648984550024776,0.0,0.0
2006,19187.0,3.694737263598096,6.683360945766275,0.0,0.0
2007,19187.0,3.694737263598096,6.673297967767654,0.0,0.0
2003,20013.0,2.372484220373713,5.429345628954441,0.0,0.0
2004,20013.0,2.372484220373713,5.459585514144159,0.0,0.0
2005,20013.0,2.372484220373713,5.501258210544727,0.0,0.0
2006,20013.0,2.372484220373713,5.318119993844216,0.0,0.0
2007,20013.0,2.372484220373713,5.2832037287379885,0.0,0.0
2003,20021.0,3.1181711207465685,5.5909869805108565,0.0,0.0
2004,20021.0,3.1181711207465685,5.356586274672012,0.0,0.0
2005,20021.0,3.1181711207465685,5.545177444479562,0.0,0.0
2006,20021.0,3.1181711207465685,5.402677381872279,0.0,0.0
2007,20021.0,3.1181711207465685,5.318119993844216,0.0,0.0
2003,20027.0,2.1772486016827477,5.14166355650266,0.0,0.0
2004,20027.0,2.1772486016827477,5.236441962829949,0.0,0.0
2005,20027.0,2.1772486016827477,5.3706380281276624,0.0,0.0
2006,20027.0,2.1772486016827477,5.393627546352362,0.0,0.0
2007,20027.0,2.1772486016827477,5.402677381872279,0.0,0.0
2003,20031.0,2.1821109395261713,5.288267030694535,0.0,0.0
2004,20031.0,2.1821109395261713,5.198497031265826,0.0,0.0
2005,20031.0,2.1821109395261713,4.948759890378168,0.0,0.0
2006,20031.0,2.1821109395261713,5.375278407684165,0.0,0.0
2007,20031.0,2.1821109395261713,5.393627546352362,0.0,0.0
2003,20045.0,4.604790113769796,7.522400231387125,0.0,0.0
2004,20045.0,4.604790113769796,7.366445148327599,0.0,0.0
2005,20045.0,4.604790113769796,7.3752557780097545,0.0,0.0
2006,20045.0,4.604790113769796,7.403061091090091,0.0,0.0
2007,20045.0,4.604790113769796,7.426549072397305,0.0,0.0
2003,20047.0,1.2380843339547039,3.6635616461296463,0.0,0.0
2004,20047.0,1.2380843339547039,3.8066624897703196,0.0,0.0
2005,20047.0,1.2380843339547039,3.6375861597263857,0.0,0.0
2006,20047.0,1.2380843339547039,2.9444389791664403,0.0,0.0
2007,20047.0,1.2380843339547039,3.828641396489095,0.0,0.0
2003,20063.0,1.1210258835050098,4.2626798770413155,0.0,0.0
2004,20063.0,1.1210258835050098,4.189654742026425,0.0,0.0
2005,20063.0,1.1210258835050098,4.007333185232471,0.0,0.0
2006,20063.0,1.1210258835050098,4.04305126783455,0.0,0.0
2007,20063.0,1.1210258835050098,3.970291913552122,0.0,0.0
2003,20085.0,2.5382104218103114,5.438079308923196,0.0,0.0
2004,20085.0,2.5382104218103114,5.375278407684165,0.0,0.0
2005,20085.0,2.5382104218103114,5.389071729816501,0.0,0.0
2006,20085.0,2.5382104218103114,5.351858133476067,0.0,0.0
2007,20085.0,2.5382104218103114,5.407171771460119,0.0,0.0
2003,20095.0,2.160214751702319,4.927253685157205,0.0,0.0
2004,20095.0,2.160214751702319,4.912654885736052,0.0,0.0
2005,20095.0,2.160214751702319,5.0369526024136295,0.0,0.0
2006,20095.0,2.160214751702319,4.969813299576001,0.0,0.0
2007,20095.0,2.160214751702319,5.056245805348308,0.0,0.0
2003,20103.0,4.22961818627967,6.595780513961311,0.0,0.0
2004,20103.0,4.22961818627967,6.588926477533519,0.0,0.0
2005,20103.0,4.22961818627967,6.464588303689961,0.0,0.0
2006,20103.0,4.22961818627967,6.498282149476434,0.0,0.0
2007,20103.0,4.22961818627967,6.456769655572163,0.0,0.0
2003,20133.0,2.8330368578952143,6.111467339502679,0.0,0.0
2004,20133.0,2.8330368578952143,5.921578419643816,0.0,0.0
2005,20133.0,2.8330368578952143,5.820082930352362,0.0,0.0
2006,20133.0,2.8330368578952143,5.84354441703136,0.0,0.0
2007,20133.0,2.8330368578952143,5.723585101952381,0.0,0.0
2003,20137.0,1.7838952941712531,4.736198448394496,0.0,0.0
2004,20137.0,1.7838952941712531,4.709530201312334,0.0,0.0
2005,20137.0,1.7838952941712531,4.852030263919617,0.0,0.0
2006,20137.0,1.7838952941712531,4.795790545596741,0.0,0.0
2007,20137.0,1.7838952941712531,4.6443908991413725,0.0,0.0
2003,20143.0,1.8185636719801062,3.9512437185814275,0.0,0.0
2004,20143.0,1.8185636719801062,3.9889840465642745,0.0,0.0
2005,20143.0,1.8185636719801062,3.9889840465642745,0.0,0.0
2006,20143.0,1.8185636719801062,4.189654742026425,0.0,0.0
2007,20143.0,1.8185636719801062,4.060443010546419,0.0,0.0
2003,20145.0,1.9786538878671436,4.499809670330265,0.0,0.0
2004,20145.0,1.9786538878671436,4.48863636973214,0.0,0.0
2005,20145.0,1.9786538878671436,4.634728988229636,0.0,0.0
2006,20145.0,1.9786538878671436,4.804021044733257,0.0,0.0
2007,20145.0,1.9786538878671436,4.700480365792417,0.0,0.0
2003,20171.0,1.6331544390514163,5.030437921392435,0.0,0.0
2004,20171.0,1.6331544390514163,4.912654885736052,0.0,0.0
2005,20171.0,1.6331544390514163,4.812184355372417,0.0,0.0
2006,20171.0,1.6331544390514163,4.8283137373023015,0.0,0.0
2007,20171.0,1.6331544390514163,4.795790545596741,0.0,0.0
2003,20183.0,1.5120455664254508,3.970291913552122,0.0,0.0
2004,20183.0,1.5120455664254508,3.9318256327243257,0.0,0.0
2005,20183.0,1.5120455664254508,3.6375861597263857,0.0,0.0
2006,20183.0,1.5120455664254508,4.174387269895637,0.0,0.0
2007,20183.0,1.5120455664254508,4.382026634673881,0.0,0.0
2003,20205.0,2.335245875233594,4.795790545596741,0.0,0.0
2004,20205.0,2.335245875233594,4.795790545596741,0.0,0.0
2005,20205.0,2.335245875233594,4.812184355372417,0.0,0.0
2006,20205.0,2.335245875233594,4.948759890378168,0.0,0.0
2007,20205.0,2.335245875233594,5.1647859739235145,0.0,0.0
2003,22007.0,3.152223070313424,4.77912349311153,0.0,0.0
2004,22007.0,3.152223070313424,4.836281906951478,0.0,0.0
2005,22007.0,3.152223070313424,4.574710978503383,0.0,0.0
2006,22007.0,3.152223070313424,4.919980925828125,0.0,0.0
2007,22007.0,3.152223070313424,5.075173815233827,0.0,0.0
2003,22033.0,6.023089175226174,8.74957394808293,0.0,0.0
2004,22033.0,6.023089175226174,8.680162019694377,0.0,0.0
2005,22033.0,6.023089175226174,8.684401110400144,0.0,0.0
2006,22033.0,6.023089175226174,8.780941113572387,0.0,0.0
2007,22033.0,6.023089175226174,8.657824321155983,0.0,0.0
2003,22045.0,4.29409665407894,6.654152520183219,0.0,0.0
2004,22045.0,4.29409665407894,6.580639137284949,0.0,0.0
2005,22045.0,4.29409665407894,6.582025138892826,0.0,0.0
2006,22045.0,4.29409665407894,6.762729506931879,0.0,0.0
2007,22045.0,4.29409665407894,6.779921907472252,0.0,0.0
2003,22069.0,3.6656108271745818,5.641907070938114,0.0,0.0
2004,22069.0,3.6656108271745818,5.537334267018537,0.0,0.0
2005,22069.0,3.6656108271745818,5.407171771460119,0.0,0.0
2006,22069.0,3.6656108271745818,5.537334267018537,0.0,0.0
2007,22069.0,3.6656108271745818,5.786897381366708,0.0,0.0
2003,22071.0,6.183476499984891,8.31164394850298,0.0,0.0
2004,22071.0,6.183476499984891,8.137103389639302,0.0,0.0
2005,22071.0,6.183476499984891,8.142063283104147,0.0,0.0
2006,22071.0,6.183476499984891,7.1785454837637,0.0,0.0
2007,22071.0,6.183476499984891,7.751475318021456,0.0,0.0
2003,22073.0,4.992131822531696,7.510430556378006,0.0,0.0
2004,22073.0,4.992131822531696,7.351158226430694,0.0,0.0
2005,22073.0,4.992131822531696,7.403670290012373,0.0,0.0
2006,22073.0,4.992131822531696,7.452402451223638,0.0,0.0
2007,22073.0,4.992131822531696,7.509883061154913,0.0,0.0
2003,22081.0,2.264052143277262,4.02535169073515,0.0,0.0
2004,22081.0,2.264052143277262,3.784189633918261,0.0,0.0
2005,22081.0,2.264052143277262,3.367295829986474,0.0,0.0
2006,22081.0,2.264052143277262,3.332204510175204,0.0,0.0
2007,22081.0,2.264052143277262,3.332204510175204,0.0,0.0
2003,22087.0,4.208104702058258,6.740519359606223,0.0,0.0
2004,22087.0,4.208104702058258,6.588926477533519,0.0,0.0
2005,22087.0,4.208104702058258,6.579251212010101,0.0,0.0
2006,22087.0,4.208104702058258,4.454347296253507,0.0,0.0
2007,22087.0,4.208104702058258,5.214935757608986,0.0,0.0
2003,22091.0,2.3537533795684453,3.2188758248682006,0.0,0.0
2004,22091.0,2.3537533795684453,3.5553480614894135,0.0,0.0
2005,22091.0,2.3537533795684453,3.1780538303479458,0.0,0.0
2006,22091.0,2.3537533795684453,3.332204510175204,0.0,0.0
2007,22091.0,2.3537533795684453,3.367295829986474,0.0,0.0
2003,22111.0,3.126892106252013,5.056245805348308,0.0,0.0
2004,22111.0,3.126892106252013,4.6913478822291435,0.0,0.0
2005,22111.0,3.126892106252013,5.056245805348308,0.0,0.0
2006,22111.0,3.126892106252013,4.820281565605037,0.0,0.0
2007,22111.0,3.126892106252013,4.882801922586371,0.0,0.0
2003,22115.0,3.9614034715255837,5.605802066295998,0.0,0.0
2004,22115.0,3.9614034715255837,5.645446897643238,0.0,0.0
2005,22115.0,3.9614034715255837,5.655991810819852,0.0,0.0
2006,22115.0,3.9614034715255837,5.746203190540153,0.0,0.0
2007,22115.0,3.9614034715255837,5.783825182329737,0.0,0.0
2003,22119.0,3.73363769145571,5.697093486505405,0.0,0.0
2004,22119.0,3.73363769145571,5.4680601411351315,0.0,0.0
2005,22119.0,3.73363769145571,5.616771097666572,0.0,0.0
2006,22119.0,3.73363769145571,5.575949103146316,0.0,0.0
2007,22119.0,3.73363769145571,5.814130531825066,0.0,0.0
2003,24009.0,4.31164440561939,7.025538314638521,2007.0,1.0
2004,24009.0,4.31164440561939,7.146772179452637,2007.0,1.0
2005,24009.0,4.31164440561939,7.161622002939187,2007.0,1.0
2006,24009.0,4.31164440561939,7.106606137727303,2007.0,1.0
2007,24009.0,4.31164440561939,7.1929342212158,2007.0,1.0
2003,24015.0,4.453777366432496,7.040536390215956,2007.0,1.0
2004,24015.0,4.453777366432496,7.15305163493748,2007.0,1.0
2005,24015.0,4.453777366432496,7.144407180321139,2007.0,1.0
2006,24015.0,4.453777366432496,7.188412736496954,2007.0,1.0
2007,24015.0,4.453777366432496,7.111512116496157,2007.0,1.0
2003,24017.0,4.792031422824078,7.68017564043659,2007.0,1.0
2004,24017.0,4.792031422824078,7.692569648067906,2007.0,1.0
2005,24017.0,4.792031422824078,7.690743163541872,2007.0,1.0
2006,24017.0,4.792031422824078,7.75491027202143,2007.0,1.0
2007,24017.0,4.792031422824078,7.756195343948118,2007.0,1.0
2003,24021.0,5.27441906341037,8.310169021981912,2007.0,1.0
2004,24021.0,5.27441906341037,8.36264243156764,2007.0,1.0
2005,24021.0,5.27441906341037,8.308199063206446,2007.0,1.0
2006,24021.0,5.27441906341037,8.327484416188264,2007.0,1.0
2007,24021.0,5.27441906341037,8.288031567776464,2007.0,1.0
2003,24027.0,5.5127914463584,8.768263145371286,2007.0,1.0
2004,24027.0,5.5127914463584,8.742733867330168,2007.0,1.0
2005,24027.0,5.5127914463584,8.670772279344538,2007.0,1.0
2006,24027.0,5.5127914463584,8.717190933223135,2007.0,1.0
2007,24027.0,5.5127914463584,8.751316246773456,2007.0,1.0
